City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,orocue,4.7912,-71.3354,24.27000000000004,65,61,2.39,CO,1674041982
293,gat,31.61,34.7642,21.55000000000001,32,0,3.78,IL,1674041511
294,lompoc,34.6391,-120.4579,5.8799999999999955,89,0,2.57,US,1674041487
295,luohe,33.5717,114.0353,2.480000000000018,43,19,3.39,CN,1674041983
296,bilma,18.6853,12.9164,24.350000000000023,13,1,2.02,NE,1674041500
297,yazman,29.1212,71.7446,19.04000000000002,10,31,3.41,PK,1674041984
298,vaasa,63.096,21.6158,1.0100000000000477,93,75,4.12,FI,1674041984
299,kudahuvadhoo,2.6708,72.8944,27.30000000000001,77,63,4.6,MV,1674041485
300,veraval,20.9,70.3667,23.670000000000016,38,0,3.92,IN,1674041985
301,lavrentiya,65.5833,-171.0,-30.73999999999998,94,34,3.51,RU,1674041589
302,yuzhno-kurilsk,44.0306,145.8556,-4.759999999999991,66,75,10.56,RU,1674041985
303,rapid city,44.0805,-103.231,0.6100000000000136,97,100,1.79,US,1674041985
304,konstantinovka,49.6167,127.9833,-22.45999999999998,99,100,1.78,RU,1674041986
305,puerto escondido,15.85,-97.0667,23.629999999999995,87,40,3.78,MX,1674041986
306,ancud,-41.8697,-73.8203,13.660000000000025,65,86,2.0,CL,1674041582
307,port macquarie,-31.4333,152.9167,21.05000000000001,67,0,6.63,AU,1674041314
308,kuusamo,65.9667,29.1833,-3.9799999999999613,93,100,6.17,FI,1674041986
309,amarpur,25.0333,86.9,16.350000000000023,36,0,2.49,IN,1674041987
310,porto novo,6.4965,2.6036,29.900000000000034,38,47,2.89,BJ,1674041527
311,takaka,-40.85,172.8,16.980000000000018,81,0,1.41,NZ,1674041988
312,sebring,27.4956,-81.4409,12.100000000000023,94,100,1.54,US,1674041988
313,porto belo,-27.1578,-48.5531,27.83000000000004,86,100,2.72,BR,1674041988
314,kodinsk,58.6881,99.1844,-41.99999999999997,100,41,0.46,RU,1674041989
315,ust-tsilma,65.441,52.1498,-14.899999999999977,98,35,1.9,RU,1674041464
316,tiksi,71.6872,128.8694,-32.29999999999998,100,100,1.82,RU,1674041477
317,sangre grande,10.5835,-61.1177,24.54000000000002,77,51,3.95,TT,1674041990
318,hualmay,-11.0964,-77.6139,20.640000000000043,81,90,2.43,PE,1674041991
319,brus laguna,15.75,-84.4833,18.640000000000043,99,58,1.58,HN,1674041991
320,tananger,58.9333,5.6,1.740000000000009,94,75,3.09,NO,1674041991
321,batemans bay,-35.7167,150.1833,20.610000000000014,96,100,5.09,AU,1674041992
322,gnjilane,42.4604,21.4699,10.32000000000005,59,20,4.75,XK,1674041992
323,yunhe,34.0833,119.7167,1.0200000000000387,44,0,1.92,CN,1674041992
324,shymkent,42.3,69.6,-3.669999999999959,46,0,1.0,KZ,1674041993
325,karpathos,35.507,27.2132,18.980000000000018,63,40,12.35,GR,1674041993
326,kiskoros,46.6214,19.2853,8.300000000000011,78,91,5.45,HU,1674041993
